ì˙ït,ä¥êıé“êî1ì˙,ÉâÉOïœêî,ä¥êıé“êîó›åv,éÄé“êî1ì˙,éÄé“êîó›åv,ïΩãœãCâ∑,åé,âŒ,êÖ,ñÿ,ã‡,ìy,ì˙,ójì˙,ïΩì˙ãxì˙,S,I,R,D,V,T,pop,rrI,rdI,,,,,pop2
2020/7/13,118,206,8045,0,325,21,1,0,0,0,0,0,0,åé,ïΩì˙,13943709,1266,6336,325,0,118,13999624,136,0,,,,,
2020/7/14,143,118,8188,0,325,22.3,0,1,0,0,0,0,0,âŒ,ïΩì˙,13943591,1248,6472,325,0,143,13999624,136,1,,,,,
2020/7/15,165,143,8353,1,326,20.4,0,0,1,0,0,0,0,êÖ,ïΩì˙,13943448,1254,6608,326,0,165,13999624,163,0,,,,,
2020/7/16,286,165,8639,0,326,20.7,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13943283,1256,6771,326,0,286,13999624,138,0,,,,,
2020/7/17,293,286,8932,0,326,19.3,0,0,0,0,1,0,0,ã‡,ïΩì˙,13942997,1404,6909,326,0,293,13999624,94,0,,,,,
2020/7/18,290,293,9222,0,326,20.4,0,0,0,0,0,1,0,ìy,ãxì˙,13942704,1603,7003,326,0,290,13999624,54,0,,,,,
2020/7/19,188,290,9410,0,326,24.3,0,0,0,0,0,0,1,ì˙,ãxì˙,13942414,1839,7057,326,0,188,13999624,255,1,,,,,
2020/7/20,168,188,9578,1,327,26.9,1,0,0,0,0,0,0,åé,ïΩì˙,13942226,1771,7312,327,0,168,13999624,201,0,,,,,
2020/7/21,237,168,9815,0,327,25.5,0,1,0,0,0,0,0,âŒ,ïΩì˙,13942058,1738,7513,327,0,237,13999624,254,0,,,,,
2020/7/22,238,237,10053,0,327,26.6,0,0,1,0,0,0,0,êÖ,ïΩì˙,13941821,1721,7767,327,0,238,13999624,85,0,,,,,
2020/7/23,366,238,10419,0,327,23.2,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13941583,1874,7852,327,0,366,13999624,62,0,,,,,
2020/7/24,260,366,10679,0,327,24.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,13941217,2178,7914,327,0,260,13999624,52,1,,,,,
2020/7/25,295,260,10974,1,328,25.1,0,0,0,0,0,1,0,ìy,ãxì˙,13940957,2385,7966,328,0,295,13999624,158,0,,,,,
2020/7/26,239,295,11213,0,328,25.6,0,0,0,0,0,0,1,ì˙,ãxì˙,13940662,2522,8124,328,0,239,13999624,340,0,,,,,
2020/7/27,131,239,11344,0,328,26.3,1,0,0,0,0,0,0,åé,ïΩì˙,13940423,2421,8464,328,0,131,13999624,294,0,,,,,
2020/7/28,266,131,11610,0,328,26.7,0,1,0,0,0,0,0,âŒ,ïΩì˙,13940292,2258,8758,328,0,266,13999624,351,1,,,,,
2020/7/29,250,266,11860,1,329,22.9,0,0,1,0,0,0,0,êÖ,ïΩì˙,13940026,2172,9109,329,0,250,13999624,329,1,,,,,
2020/7/30,367,250,12227,1,330,23.2,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13939776,2092,9438,330,0,367,13999624,177,2,,,,,
2020/7/31,462,367,12689,2,332,24.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,13939409,2280,9615,332,0,462,13999624,133,0,,,,,
2020/8/1,472,462,13161,0,332,26.1,0,0,0,0,0,1,0,ìy,ãxì˙,13938947,2609,9748,332,0,472,13993721,43,0,,,,,
2020/8/2,292,472,13453,0,332,26.3,0,0,0,0,0,0,1,ì˙,ãxì˙,13938475,3038,9791,332,0,292,13993721,321,1,,,,,
2020/8/3,258,292,13711,1,333,27.2,1,0,0,0,0,0,0,åé,ïΩì˙,13938183,3008,10112,333,0,258,13993721,325,0,,,,,
2020/8/4,309,258,14020,0,333,28.3,0,1,0,0,0,0,0,âŒ,ïΩì˙,13937925,2941,10437,333,0,309,13993721,250,0,,,,,
2020/8/5,263,309,14283,0,333,29.1,0,0,1,0,0,0,0,êÖ,ïΩì˙,13937616,3000,10687,333,0,263,13993721,320,0,,,,,
2020/8/6,360,263,14643,0,333,28.5,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13937353,2943,11007,333,0,360,13993721,354,0,,,,,
2020/8/7,461,360,15104,0,333,29.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,13936993,2949,11361,333,0,461,13993721,248,0,,,,,
2020/8/8,429,461,15533,0,333,28.1,0,0,0,0,0,1,0,ìy,ãxì˙,13936532,3162,11609,333,0,429,13993721,169,0,,,,,
2020/8/9,331,429,15864,0,333,28.7,0,0,0,0,0,0,1,ì˙,ãxì˙,13936103,3422,11778,333,0,331,13993721,192,1,,,,,
2020/8/10,197,331,16061,1,334,30.5,1,0,0,0,0,0,0,åé,ïΩì˙,13935772,3560,11970,334,0,197,13993721,250,2,,,,,
2020/8/11,188,197,16249,2,336,31.7,0,1,0,0,0,0,0,âŒ,ïΩì˙,13935575,3505,12220,336,0,188,13993721,306,0,,,,,
2020/8/12,222,188,16471,0,336,30,0,0,1,0,0,0,0,êÖ,ïΩì˙,13935387,3387,12526,336,0,222,13993721,322,2,,,,,
2020/8/13,206,222,16677,2,338,29.4,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13935165,3285,12848,338,0,206,13993721,426,0,,,,,
2020/8/14,389,206,17066,0,338,29.4,0,0,0,0,1,0,0,ã‡,ïΩì˙,13934959,3065,13274,338,0,389,13993721,322,0,,,,,
2020/8/15,385,389,17451,0,338,31,0,0,0,0,0,1,0,ìy,ãxì˙,13934570,3132,13596,338,0,385,13993721,163,2,,,,,
2020/8/16,260,385,17711,2,340,31.2,0,0,0,0,0,0,1,ì˙,ãxì˙,13934185,3352,13759,340,0,260,13993721,256,1,,,,,
2020/8/17,161,260,17872,1,341,30.8,1,0,0,0,0,0,0,åé,ïΩì˙,13933925,3355,14015,341,0,161,13993721,385,3,,,,,
2020/8/18,207,161,18079,3,344,30.3,0,1,0,0,0,0,0,âŒ,ïΩì˙,13933764,3128,14400,344,0,207,13993721,412,3,,,,,
2020/8/19,186,207,18265,3,347,29,0,0,1,0,0,0,0,êÖ,ïΩì˙,13933557,2920,14812,347,0,186,13993721,297,1,,,,,
2020/8/20,339,186,18604,1,348,29.7,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13933371,2808,15109,348,0,339,13993721,300,2,,,,,
2020/8/21,258,339,18862,2,350,30.1,0,0,0,0,1,0,0,ã‡,ïΩì˙,13933032,2845,15409,350,0,258,13993721,153,0,,,,,
2020/8/22,256,258,19118,0,350,29.3,0,0,0,0,0,1,0,ìy,ãxì˙,13932774,2950,15562,350,0,256,13993721,164,0,,,,,
2020/8/23,212,256,19330,0,350,25.6,0,0,0,0,0,0,1,ì˙,ãxì˙,13932518,3042,15726,350,0,212,13993721,301,2,,,,,
2020/8/24,95,212,19425,2,352,27.2,1,0,0,0,0,0,0,åé,ïΩì˙,13932306,2951,16027,352,0,95,13993721,334,2,,,,,
2020/8/25,182,95,19607,2,354,27.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,13932211,2710,16361,354,0,182,13993721,332,2,,,,,
2020/8/26,236,182,19843,2,356,28.8,0,0,1,0,0,0,0,êÖ,ïΩì˙,13932029,2558,16693,356,0,236,13993721,312,0,,,,,
2020/8/27,250,236,20093,0,356,29.3,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13931793,2482,17005,356,0,250,13993721,406,2,,,,,
2020/8/28,226,250,20319,2,358,30.2,0,0,0,0,1,0,0,ã‡,ïΩì˙,13931543,2324,17411,358,0,226,13993721,119,0,,,,,
2020/8/29,247,226,20566,0,358,30.3,0,0,0,0,0,1,0,ìy,ãxì˙,13931317,2431,17530,358,0,247,13993721,140,2,,,,,
2020/8/30,148,247,20714,2,360,30,0,0,0,0,0,0,1,ì˙,ãxì˙,13931070,2536,17670,360,0,148,13993721,189,3,,,,,
2020/8/31,100,148,20814,3,363,27.5,1,0,0,0,0,0,0,åé,ïΩì˙,13930922,2492,17859,363,0,100,13993721,199,1,,,,,
2020/9/1,170,100,20984,1,364,24.9,0,1,0,0,0,0,0,âŒ,ïΩì˙,13930822,2392,18058,364,0,170,13981782,181,0,,,,,
2020/9/2,141,170,21125,0,364,26.8,0,0,1,0,0,0,0,êÖ,ïΩì˙,13930652,2381,18239,364,0,141,13981782,248,1,,,,,
2020/9/3,211,141,21336,1,365,28.4,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13930511,2273,18487,365,0,211,13981782,248,4,,,,,
2020/9/4,136,211,21472,4,369,29.3,0,0,0,0,1,0,0,ã‡,ïΩì˙,13930300,2232,18735,369,0,136,13981782,140,0,,,,,
2020/9/5,181,136,21653,0,369,28.6,0,0,0,0,0,1,0,ìy,ãxì˙,13930164,2228,18875,369,0,181,13981782,92,0,,,,,
2020/9/6,116,181,21769,0,369,25.7,0,0,0,0,0,0,1,ì˙,ãxì˙,13929983,2317,18967,369,0,116,13981782,204,3,,,,,
2020/9/7,76,116,21845,3,372,26.7,1,0,0,0,0,0,0,åé,ïΩì˙,13929867,2226,19171,372,0,76,13981782,269,6,,,,,
2020/9/8,170,76,22015,6,378,29.5,0,1,0,0,0,0,0,âŒ,ïΩì˙,13929791,2027,19440,378,0,170,13981782,147,1,,,,,
2020/9/9,149,170,22164,1,379,29,0,0,1,0,0,0,0,êÖ,ïΩì˙,13929621,2049,19587,379,0,149,13981782,225,0,,,,,
2020/9/10,276,149,22440,0,379,27.7,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13929472,1973,19812,379,0,276,13981782,207,1,,,,,
2020/9/11,187,276,22627,1,380,28.3,0,0,0,0,1,0,0,ã‡,ïΩì˙,13929196,2041,20019,380,0,187,13981782,90,2,,,,,
2020/9/12,226,187,22853,2,382,23.7,0,0,0,0,0,1,0,ìy,ãxì˙,13929009,2136,20109,382,0,226,13981782,62,0,,,,,
2020/9/13,146,226,22999,0,382,23.3,0,0,0,0,0,0,1,ì˙,ãxì˙,13928783,2300,20171,382,0,146,13981782,177,2,,,,,
2020/9/14,80,146,23079,2,384,23.4,1,0,0,0,0,0,0,åé,ïΩì˙,13928637,2267,20348,384,0,80,13981782,255,2,,,,,
2020/9/15,191,80,23270,2,386,23.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,13928557,2090,20603,386,0,191,13981782,234,3,,,,,
2020/9/16,163,191,23433,3,389,24,0,0,1,0,0,0,0,êÖ,ïΩì˙,13928366,2044,20837,389,0,163,13981782,184,0,,,,,
2020/9/17,171,163,23604,0,389,24.9,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13928203,2023,21021,389,0,171,13981782,187,1,,,,,
2020/9/18,220,171,23824,1,390,29,0,0,0,0,1,0,0,ã‡,ïΩì˙,13928032,2006,21208,390,0,220,13981782,170,0,,,,,
2020/9/19,218,220,24042,0,390,24.7,0,0,0,0,0,1,0,ìy,ãxì˙,13927812,2056,21378,390,0,218,13981782,94,0,,,,,
2020/9/20,162,218,24204,0,390,22.2,0,0,0,0,0,0,1,ì˙,ãxì˙,13927594,2180,21472,390,0,162,13981782,68,1,,,,,
2020/9/21,97,162,24301,1,391,22,1,0,0,0,0,0,0,åé,ïΩì˙,13927432,2273,21540,391,0,97,13981782,114,0,,,,,
2020/9/22,88,97,24389,0,391,22.5,0,1,0,0,0,0,0,âŒ,ïΩì˙,13927335,2256,21654,391,0,88,13981782,197,1,,,,,
2020/9/23,59,88,24448,1,392,20.2,0,0,1,0,0,0,0,êÖ,ïΩì˙,13927247,2146,21851,392,0,59,13981782,270,3,,,,,
2020/9/24,193,59,24641,3,395,19,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13927188,1932,22121,395,0,193,13981782,308,4,,,,,
2020/9/25,195,193,24836,4,399,19.4,0,0,0,0,1,0,0,ã‡,ïΩì˙,13926995,1813,22429,399,0,195,13981782,121,1,,,,,
2020/9/26,269,195,25105,1,400,18.5,0,0,0,0,0,1,0,ìy,ãxì˙,13926800,1886,22550,400,0,269,13981782,97,0,,,,,
2020/9/27,144,269,25249,0,400,19.7,0,0,0,0,0,0,1,ì˙,ãxì˙,13926531,2058,22647,400,0,144,13981782,132,6,,,,,
2020/9/28,78,144,25327,6,406,21.5,1,0,0,0,0,0,0,åé,ïΩì˙,13926387,2064,22779,406,0,78,13981782,177,1,,,,,
2020/9/29,211,78,25538,1,407,19.7,0,1,0,0,0,0,0,âŒ,ïΩì˙,13926309,1964,22956,407,0,211,13981782,191,1,,,,,
2020/9/30,194,211,25732,1,408,20,0,0,1,0,0,0,0,êÖ,ïΩì˙,13926098,1983,23147,408,0,194,13981782,283,1,,,,,
2020/10/1,234,194,25966,1,409,19.5,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13925904,1893,23430,409,0,234,13971109,279,0,,,,,
2020/10/2,196,234,26162,0,409,21,0,0,0,0,1,0,0,ã‡,ïΩì˙,13925670,1848,23709,409,0,196,13971109,189,2,,,,,
2020/10/3,205,196,26367,2,411,21.7,0,0,0,0,0,1,0,ìy,ãxì˙,13925474,1853,23898,411,0,205,13971109,65,0,,,,,
2020/10/4,107,205,26474,0,411,22,0,0,0,0,0,0,1,ì˙,ãxì˙,13925269,1993,23963,411,0,107,13971109,189,2,,,,,
2020/10/5,65,107,26539,2,413,21.7,1,0,0,0,0,0,0,åé,ïΩì˙,13925162,1909,24152,413,0,65,13971109,227,1,,,,,
2020/10/6,176,65,26715,1,414,21,0,1,0,0,0,0,0,âŒ,ïΩì˙,13925097,1746,24379,414,0,176,13971109,206,2,,,,,
2020/10/7,140,176,26855,2,416,18.3,0,0,1,0,0,0,0,êÖ,ïΩì˙,13924921,1714,24585,416,0,140,13971109,188,1,,,,,
2020/10/8,248,140,27103,1,417,14.7,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13924781,1665,24773,417,0,248,13971109,213,4,,,,,
2020/10/9,203,248,27306,4,421,14.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,13924533,1696,24986,421,0,203,13971109,158,0,,,,,
2020/10/10,248,203,27554,0,421,16,0,0,0,0,0,1,0,ìy,ãxì˙,13924330,1741,25144,421,0,248,13971109,65,0,,,,,
2020/10/11,146,248,27700,0,421,19.8,0,0,0,0,0,0,1,ì˙,ãxì˙,13924082,1924,25209,421,0,146,13971109,149,0,,,,,
2020/10/12,78,146,27778,0,421,21.5,1,0,0,0,0,0,0,åé,ïΩì˙,13923936,1921,25358,421,0,78,13971109,204,2,,,,,
2020/10/13,166,78,27944,2,423,22.1,0,1,0,0,0,0,0,âŒ,ïΩì˙,13923858,1793,25562,423,0,166,13971109,284,2,,,,,
2020/10/14,177,166,28121,2,425,20.3,0,0,1,0,0,0,0,êÖ,ïΩì˙,13923692,1673,25846,425,0,177,13971109,245,2,,,,,
2020/10/15,284,177,28405,2,427,16.8,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13923515,1603,26091,427,0,284,13971109,215,4,,,,,
2020/10/16,183,284,28588,4,431,16.1,0,0,0,0,1,0,0,ã‡,ïΩì˙,13923231,1668,26306,431,0,183,13971109,168,3,,,,,
2020/10/17,235,183,28823,3,434,12.7,0,0,0,0,0,1,0,ìy,ãxì˙,13923048,1680,26474,434,0,235,13971109,103,2,,,,,
2020/10/18,132,235,28955,2,436,14.3,0,0,0,0,0,0,1,ì˙,ãxì˙,13922813,1810,26577,436,0,132,13971109,233,0,,,,,
2020/10/19,78,132,29033,0,436,13.1,1,0,0,0,0,0,0,åé,ïΩì˙,13922681,1709,26810,436,0,78,13971109,228,1,,,,,
2020/10/20,139,78,29172,1,437,15.6,0,1,0,0,0,0,0,âŒ,ïΩì˙,13922603,1558,27038,437,0,139,13971109,189,2,,,,,
2020/10/21,145,139,29317,2,439,16,0,0,1,0,0,0,0,êÖ,ïΩì˙,13922464,1506,27227,439,0,145,13971109,228,3,,,,,
2020/10/22,185,145,29502,3,442,17.4,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13922319,1420,27455,442,0,185,13971109,171,3,,,,,
2020/10/23,186,185,29688,3,445,16.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,13922134,1431,27626,445,0,186,13971109,183,0,,,,,
2020/10/24,201,186,29889,0,445,17.3,0,0,0,0,0,1,0,ìy,ãxì˙,13921948,1434,27809,445,0,201,13971109,80,2,,,,,
2020/10/25,124,201,30013,2,447,15.5,0,0,0,0,0,0,1,ì˙,ãxì˙,13921747,1553,27889,447,0,124,13971109,97,3,,,,,
2020/10/26,102,124,30115,3,450,16.2,1,0,0,0,0,0,0,åé,ïΩì˙,13921623,1577,27986,450,0,102,13971109,232,1,,,,,
2020/10/27,158,102,30273,1,451,16.7,0,1,0,0,0,0,0,âŒ,ïΩì˙,13921521,1446,28218,451,0,158,13971109,155,0,,,,,
2020/10/28,171,158,30444,0,451,16.6,0,0,1,0,0,0,0,êÖ,ïΩì˙,13921363,1449,28373,451,0,171,13971109,153,2,,,,,
2020/10/29,220,171,30664,2,453,17.3,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13921192,1465,28526,453,0,220,13971109,192,2,,,,,
2020/10/30,203,220,30867,2,455,14.9,0,0,0,0,1,0,0,ã‡,ïΩì˙,13920972,1491,28718,455,0,203,13971109,168,0,,,,,
2020/10/31,215,203,31082,0,455,13.8,0,0,0,0,0,1,0,ìy,ãxì˙,13920769,1526,28886,455,0,215,13971109,72,0,,,,,
2020/11/1,116,215,31198,0,455,14.3,0,0,0,0,0,0,1,ì˙,ãxì˙,13920554,1669,28958,455,0,116,13963751,144,4,,,,,
2020/11/2,87,116,31285,4,459,15.6,1,0,0,0,0,0,0,åé,ïΩì˙,13920438,1637,29102,459,0,87,13963751,125,0,,,,,
2020/11/3,209,87,31494,0,459,14.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,13920351,1599,29227,459,0,209,13963751,184,0,,,,,
2020/11/4,122,209,31616,0,459,13.7,0,0,1,0,0,0,0,êÖ,ïΩì˙,13920142,1624,29411,459,0,122,13963751,204,2,,,,,
2020/11/5,269,122,31885,2,461,13.4,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13920020,1540,29615,461,0,269,13963751,224,0,,,,,
2020/11/6,242,269,32127,0,461,12.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,13919751,1585,29839,461,0,242,13963751,137,0,,,,,
2020/11/7,294,242,32421,0,461,15.5,0,0,0,0,0,1,0,ìy,ãxì˙,13919509,1690,29976,461,0,294,13963751,51,0,,,,,
2020/11/8,189,294,32610,0,461,17.3,0,0,0,0,0,0,1,ì˙,ãxì˙,13919215,1933,30027,461,0,189,13963751,152,1,,,,,
2020/11/9,156,189,32766,1,462,13.5,1,0,0,0,0,0,0,åé,ïΩì˙,13919026,1969,30179,462,0,156,13963751,281,3,,,,,
2020/11/10,293,156,33059,3,465,11.9,0,1,0,0,0,0,0,âŒ,ïΩì˙,13918870,1841,30460,465,0,293,13963751,223,3,,,,,
2020/11/11,316,293,33375,3,468,11.9,0,0,1,0,0,0,0,êÖ,ïΩì˙,13918577,1908,30683,468,0,316,13963751,271,2,,,,,
2020/11/12,392,316,33767,2,470,10.2,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13918261,1951,30954,470,0,392,13963751,231,0,,,,,
2020/11/13,374,392,34141,0,470,13.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,13917869,2112,31185,470,0,374,13963751,183,0,,,,,
2020/11/14,352,374,34493,0,470,14.7,0,0,0,0,0,1,0,ìy,ãxì˙,13917495,2303,31368,470,0,352,13963751,109,0,,,,,
2020/11/15,255,352,34748,0,470,13.4,0,0,0,0,0,0,1,ì˙,ãxì˙,13917143,2546,31477,470,0,255,13963751,227,2,,,,,
2020/11/16,180,255,34928,2,472,14.7,1,0,0,0,0,0,0,åé,ïΩì˙,13916888,2572,31704,472,0,180,13963751,298,4,,,,,
2020/11/17,298,180,35226,4,476,15.2,0,1,0,0,0,0,0,âŒ,ïΩì˙,13916708,2450,32002,476,0,298,13963751,220,0,,,,,
2020/11/18,486,298,35712,0,476,15.8,0,0,1,0,0,0,0,êÖ,ïΩì˙,13916410,2528,32222,476,0,486,13963751,324,0,,,,,
2020/11/19,531,486,36243,0,476,19.1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13915924,2690,32546,476,0,531,13963751,408,1,,,,,
2020/11/20,522,531,36765,1,477,21.9,0,0,0,0,1,0,0,ã‡,ïΩì˙,13915393,2812,32954,477,0,522,13963751,270,1,,,,,
2020/11/21,539,522,37304,1,478,16.6,0,0,0,0,0,1,0,ìy,ãxì˙,13914871,3063,33224,478,0,539,13963751,159,1,,,,,
2020/11/22,390,539,37694,1,479,15,0,0,0,0,0,0,1,ì˙,ãxì˙,13914332,3442,33383,479,0,390,13963751,212,0,,,,,
2020/11/23,315,390,38009,0,479,15.5,1,0,0,0,0,0,0,åé,ïΩì˙,13913942,3620,33595,479,0,315,13963751,369,0,,,,,
2020/11/24,188,315,38197,0,479,11.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,13913627,3566,33964,479,0,188,13963751,441,3,,,,,
2020/11/25,402,188,38599,3,482,10.5,0,0,1,0,0,0,0,êÖ,ïΩì˙,13913439,3310,34405,482,0,402,13963751,408,3,,,,,
2020/11/26,482,402,39081,3,485,12.8,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13913037,3301,34813,485,0,482,13963751,605,3,,,,,
2020/11/27,570,482,39651,3,488,11.6,0,0,0,0,1,0,0,ã‡,ïΩì˙,13912555,3175,35418,488,0,570,13963751,315,0,,,,,
2020/11/28,561,570,40212,0,488,11.8,0,0,0,0,0,1,0,ìy,ãxì˙,13911985,3430,35733,488,0,561,13963751,308,0,,,,,
2020/11/29,419,561,40631,0,488,10.1,0,0,0,0,0,0,1,ì˙,ãxì˙,13911424,3683,36041,488,0,419,13963751,372,1,,,,,
2020/11/30,312,419,40943,1,489,9.9,1,0,0,0,0,0,0,åé,ïΩì˙,13911005,3729,36413,489,0,312,13963751,467,5,,,,,
2020/12/1,370,312,41313,5,494,10.2,0,1,0,0,0,0,0,âŒ,ïΩì˙,13910693,3569,36880,494,0,370,13962725,468,5,,,,,
2020/12/2,501,370,41814,5,499,8.2,0,0,1,0,0,0,0,êÖ,ïΩì˙,13910323,3466,37348,499,0,501,13962725,321,2,,,,,
2020/12/3,532,501,42346,2,501,8.1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13909822,3644,37669,501,0,532,13962725,375,8,,,,,
2020/12/4,459,532,42805,8,509,9.2,0,0,0,0,1,0,0,ã‡,ïΩì˙,13909290,3793,38044,509,0,459,13962725,339,2,,,,,
2020/12/5,584,459,43389,2,511,6.6,0,0,0,0,0,1,0,ìy,ãxì˙,13908831,3911,38383,511,0,584,13962725,222,0,,,,,
2020/12/6,328,584,43717,0,511,8.2,0,0,0,0,0,0,1,ì˙,ãxì˙,13908247,4273,38605,511,0,328,13962725,519,6,,,,,
2020/12/7,301,328,44018,6,517,9.7,1,0,0,0,0,0,0,åé,ïΩì˙,13907919,4076,39124,517,0,301,13962725,434,6,,,,,
2020/12/8,354,301,44372,6,523,11.4,0,1,0,0,0,0,0,âŒ,ïΩì˙,13907618,3937,39558,523,0,354,13962725,412,5,,,,,
2020/12/9,574,354,44946,5,528,9.8,0,0,1,0,0,0,0,êÖ,ïΩì˙,13907264,3874,39970,528,0,574,13962725,405,2,,,,,
2020/12/10,601,574,45547,2,530,9.3,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13906690,4041,40375,530,0,601,13962725,595,5,,,,,
2020/12/11,596,601,46143,5,535,10.2,0,0,0,0,1,0,0,ã‡,ïΩì˙,13906089,4042,40970,535,0,596,13962725,327,0,,,,,
2020/12/12,621,596,46764,0,535,11.4,0,0,0,0,0,1,0,ìy,ãxì˙,13905493,4311,41297,535,0,621,13962725,258,0,,,,,
2020/12/13,481,621,47245,0,535,9.9,0,0,0,0,0,0,1,ì˙,ãxì˙,13904872,4674,41555,535,0,481,13962725,428,3,,,,,
2020/12/14,305,481,47550,3,538,8.5,1,0,0,0,0,0,0,åé,ïΩì˙,13904391,4724,41983,538,0,305,13962725,638,9,,,,,
2020/12/15,457,305,48007,9,547,6.1,0,1,0,0,0,0,0,âŒ,ïΩì˙,13904086,4382,42621,547,0,457,13962725,420,10,,,,,
2020/12/16,681,457,48688,10,557,4.6,0,0,1,0,0,0,0,êÖ,ïΩì˙,13903629,4409,43041,557,0,681,13962725,542,0,,,,,
2020/12/17,822,681,49510,0,557,4.3,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13902948,4548,43583,557,0,822,13962725,568,4,,,,,
2020/12/18,664,822,50174,4,561,6.1,0,0,0,0,1,0,0,ã‡,ïΩì˙,13902126,4798,44151,561,0,664,13962725,48,5,,,,,
2020/12/19,736,664,50910,5,566,5.8,0,0,0,0,0,1,0,ìy,ãxì˙,13901462,5409,44199,566,0,736,13962725,603,0,,,,,
2020/12/20,556,736,51466,0,566,4.4,0,0,0,0,0,0,1,ì˙,ãxì˙,13900726,5542,44802,566,0,556,13962725,482,1,,,,,
2020/12/21,397,556,51863,1,567,5.3,1,0,0,0,0,0,0,åé,ïΩì˙,13900170,5615,45284,567,0,397,13962725,689,1,,,,,
2020/12/22,570,397,52433,1,568,5.6,0,1,0,0,0,0,0,âŒ,ïΩì˙,13899773,5322,45973,568,0,570,13962725,552,10,,,,,
2020/12/23,758,570,53191,10,578,7.7,0,0,1,0,0,0,0,êÖ,ïΩì˙,13899203,5330,46525,578,0,758,13962725,647,9,,,,,
2020/12/24,895,758,54086,9,587,8,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13898445,5432,47172,587,0,895,13962725,579,10,,,,,
2020/12/25,890,895,54976,10,597,8.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,13897550,5738,47751,597,0,890,13962725,370,10,,,,,
2020/12/26,954,890,55930,10,607,6.4,0,0,0,0,0,1,0,ìy,ãxì˙,13896660,6248,48121,607,0,954,13962725,321,0,,,,,
2020/12/27,708,954,56638,0,607,7.8,0,0,0,0,0,0,1,ì˙,ãxì˙,13895706,6881,48442,607,0,708,13962725,490,6,,,,,
2020/12/28,491,708,57129,6,613,8.5,1,0,0,0,0,0,0,åé,ïΩì˙,13894998,7093,48932,613,0,491,13962725,694,5,,,,,
2020/12/29,869,491,57998,5,618,8.7,0,1,0,0,0,0,0,âŒ,ïΩì˙,13894507,6885,49626,618,0,869,13962725,357,4,,,,,
2020/12/30,961,869,58959,4,622,6.9,0,0,1,0,0,0,0,êÖ,ïΩì˙,13893638,7393,49983,622,0,961,13962725,382,5,,,,,
2020/12/31,1353,961,60312,5,627,3.4,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13892677,7967,50365,627,0,1353,13962725,496,4,,,,,
2021/1/1,793,1353,61105,4,631,4.4,0,0,0,0,1,0,0,ã‡,ïΩì˙,13891324,8820,50861,631,0,793,13960236,434,0,,,,,
2021/1/2,829,793,61934,0,631,4.8,0,0,0,0,0,1,0,ìy,ãxì˙,13890531,9179,51295,631,0,829,13960236,362,1,,,,,
2021/1/3,826,829,62760,1,632,3.7,0,0,0,0,0,0,1,ì˙,ãxì˙,13889702,9645,51657,632,0,826,13960236,379,2,,,,,
2021/1/4,905,826,63665,2,634,5.8,1,0,0,0,0,0,0,åé,ïΩì˙,13888876,10090,52036,634,0,905,13960236,610,14,,,,,
2021/1/5,1315,905,64980,14,648,6,0,1,0,0,0,0,0,âŒ,ïΩì˙,13887971,10371,52646,648,0,1315,13960236,610,8,,,,,
2021/1/6,1640,1315,66620,8,656,5.3,0,0,1,0,0,0,0,êÖ,ïΩì˙,13886656,11068,53256,656,0,1640,13960236,696,11,,,,,
