ì˙ït,ä¥êıé“êî1ì˙,ÉâÉOïœêî,ä¥êıé“êîó›åv,éÄé“êî1ì˙,éÄé“êîó›åv,ïΩãœãCâ∑,S,I,R,D,V,T,pop,rrI,rdI,SI,ì¸â@íÜ,åyè«ÅEíÜìôè«,èdè«,èhîëó√ó{,é©ëÓó√ó{,í≤êÆíÜ,PCRåüç∏ózê´é“êî,çRå¥åüç∏ózê´é“êî,PCRåüç∏âAê´é“êî,çRå¥åüç∏âAê´é“êî,åüç∏êlêî(7ì˙ä‘à⁄ìÆïΩãœ),ózê´ó¶,ã~ã}à„ó√_ìåãûÉãÅ[ÉãìKópåèêî,ã~ã}à„ó√_ìåãûÉãÅ[ÉãìKópåèêî_7ì˙ä‘à⁄ìÆïΩãœíl,ç~êÖó ÇÃçáåv(mm),ì˙è∆éûä‘(éûä‘),ïΩãœïóë¨(m/s),ïΩãœéºìx(Åì),ïΩãœåªínãCà≥(hPa),ïΩãœâ_ó (10ï™î‰),êlìÆëùå∏ó¶ëOì˙î‰ïΩãœ,åé,âŒ,êÖ,ñÿ,ã‡,ìy,ì˙,ójì˙,ïΩì˙ãxì˙,urgent
2020/4/24,170,134,3813,6,93,12.2,13947993,2598,952,93,0,170,13982622,18,7,36236885814,2688,2625,63,0,0,0,40,0,280,0,314.1,0.17,78,76.3,0.5,7.3,3.3,55,1007.2,7,0,0,0,0,0,1,0,0,ã‡,ïΩì˙,yes
2020/4/25,119,170,3932,7,100,12.7,13947823,2743,970,100,0,119,13982622,24,0,38258878489,2766,2704,62,0,0,0,47,0,270,0,308.1,0.16,82,75.4,0,12.5,3.7,61,1014,0,0,0,0,0,0,0,1,0,ìy,ãxì˙,yes
2020/4/26,82,119,4014,0,100,18.3,13947704,2838,994,100,0,82,13982622,179,6,39583583952,2814,2748,66,0,0,0,35,0,278,0,309.4,0.148,100,72.9,0,10.5,5,52,1009.7,7.5,0,0,0,0,0,0,0,1,ì˙,ãxì˙,yes
2020/4/27,41,82,4055,6,106,12.8,13947622,2735,1173,106,0,41,13982622,88,2,38146746170,2668,2575,93,0,0,0,28,0,270,0,309.7,0.134,73,73.7,12.5,1.4,2.4,78,1013.4,10,0,1,0,0,0,0,0,0,åé,ïΩì˙,yes
2020/4/28,113,41,4168,2,108,12.3,13947581,2686,1261,108,0,113,13982622,10,9,37463202566,2690,2585,105,0,0,0,4,0,123,0,304,0.126,85,76.7,5,5,2.1,85,1014.6,9.5,0,0,1,0,0,0,0,0,âŒ,ïΩì˙,yes
2020/4/29,47,113,4215,9,117,15.1,13947468,2780,1271,117,0,47,13982622,153,3,38773961040,2718,2613,105,0,0,0,32,0,204,0,300.4,0.124,108,82.3,0,12.2,2.7,69,1015.4,1.8,0,0,0,1,0,0,0,0,êÖ,ïΩì˙,yes
2020/4/30,59,47,4274,3,120,18,13947421,2671,1424,120,0,59,13982622,94,6,37253561491,2608,2507,101,0,0,0,46,0,454,0,301.6,0.11,80,86.6,0,11.7,3,66,1015.7,0,0,0,0,0,1,0,0,0,ñÿ,ïΩì˙,yes
2020/5/1,165,59,4439,6,126,19.9,13947362,2630,1518,126,0,165,14002973,32,15,36681562060,2673,2576,97,0,0,0,18,0,289,0,299.7,0.1,61,84.1,0,11.9,4.1,67,1010.9,4,-1.633333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,yes
2020/5/2,154,165,4593,15,141,20.6,13947197,2748,1550,141,0,154,14002973,17,4,38326897356,2783,2683,100,0,0,0,19,0,280,0,297.1,0.088,121,89.7,0,12.2,2.8,73,1009.4,0.8,-50.425,0,0,0,0,0,1,0,ìy,ãxì˙,yes
2020/5/3,93,154,4686,4,145,20.7,13947043,2881,1567,145,0,93,14002973,22,5,40181430883,2856,2759,97,0,0,0,32,0,446,0,320.7,0.08,103,90.1,0,7.1,4.7,70,1009.7,9.8,-14.33333333,0,0,0,0,0,0,1,ì˙,ãxì˙,yes
2020/5/4,87,93,4773,5,150,19.3,13946950,2947,1589,150,0,87,14002973,23,0,41101661650,2915,2823,92,0,0,0,7,0,260,0,316.3,0.071,115,96.1,2,1.5,3.1,87,1005.3,10,41.21666667,1,0,0,0,0,0,0,åé,ïΩì˙,yes
2020/5/5,57,87,4830,0,150,21.3,13946863,3011,1612,150,0,57,14002973,7,5,41994004493,2950,2857,93,0,0,0,9,0,135,0,318.7,0.073,112,100,0,7.7,3.2,73,1006.4,6.5,-0.608333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,yes
2020/5/6,37,57,4867,5,155,15.8,13946806,3056,1619,155,0,37,14002973,313,5,42621439136,2974,2883,91,0,0,0,7,0,98,0,300,0.066,70,94.6,19,0,2.1,90,1009.1,10,2.225,0,0,1,0,0,0,0,êÖ,ïΩì˙,yes
2020/5/7,23,37,4890,5,160,16.5,13946769,2775,1932,160,0,23,14002973,204,11,38702283975,2679,2592,87,0,0,0,25,0,1106,0,390.1,0.043,66,92.6,0.5,12.1,3.3,61,1011.8,4.3,146.9583333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,yes
2020/5/8,39,23,4929,11,171,16.7,13946746,2583,2136,171,0,39,14002973,16,9,36024444918,2503,2425,78,0,0,0,20,0,1203,0,521,0.033,68,93.6,0,10.7,3.5,48,1018.4,3.8,-1.208333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,yes
2020/5/9,36,39,4965,9,180,18.3,13946707,2597,2152,180,0,36,14002973,18,0,36219598079,2514,2431,83,0,0,0,28,0,969,0,620.7,0.029,57,84.4,0,3.4,4.3,64,1014.8,10,-49.7,0,0,0,0,0,1,0,ìy,ãxì˙,yes
2020/5/10,22,36,4987,0,180,21.5,13946671,2615,2170,180,0,22,14002973,15,9,36470544665,2518,2447,71,0,0,0,19,0,647,0,647.6,0.025,81,81.3,1,1,5.3,82,1002.7,10,-17,0,0,0,0,0,0,1,ì˙,ãxì˙,yes
2020/5/11,15,22,5002,9,189,22.9,13946649,2613,2185,189,0,15,14002973,716,7,36442593837,2509,2444,65,0,0,0,25,0,1167,0,779.7,0.024,61,73.6,0.5,9.1,3,80,999.1,5.5,294.5166667,1,0,0,0,0,0,0,åé,ïΩì˙,yes
2020/5/12,27,15,5029,7,196,21.7,13946634,1905,2901,196,0,27,14002973,138,7,26568337770,1413,1357,56,125,352,0,15,0,1484,0,973.3,0.02,46,64.1,0,4.7,2.8,75,1002.4,10,-3.208333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,yes
2020/5/13,10,27,5039,7,203,22.3,13946607,1787,3039,203,0,10,14002973,193,9,24922586709,1320,1268,52,117,318,0,10,0,1390,0,1158.3,0.018,42,60.1,0,11.1,2.7,55,1003.1,4.5,1.558333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,yes
2020/5/14,30,10,5069,9,212,20.8,13946597,1595,3232,212,0,30,14002973,154,7,22244822215,1199,1145,54,108,276,0,15,0,1459,0,1207.3,0.016,45,57.1,0,12.5,3.4,40,1013.6,4,0.925,0,0,0,1,0,0,0,ñÿ,ïΩì˙,yes
2020/5/15,9,30,5078,7,219,21.5,13946567,1464,3386,219,0,9,14002973,88,11,20417774088,1077,1024,53,99,255,0,9,0,1305,0,1220.3,0.014,34,52.3,0,8.1,3.9,52,1015,7.5,2.733333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,yes
2020/5/16,14,9,5092,11,230,18.5,13946558,1374,3474,230,0,14,14002973,38,7,19162570692,1033,978,55,79,234,0,5,0,827,0,1196.7,0.012,37,49.4,24,0,4.1,89,1007.8,10,-50.325,0,0,0,0,0,1,0,ìy,ãxì˙,yes
2020/5/17,5,14,5097,7,237,21.6,13946544,1343,3512,237,0,5,14002973,120,4,18730208592,1024,970,54,60,222,0,3,0,411,0,1160.7,0.01,73,48.3,0,11.7,2.7,74,1000.2,5.8,-8.808333333,0,0,0,0,0,0,1,ì˙,ãxì˙,yes
2020/5/18,10,5,5107,4,241,19.2,13946539,1224,3632,241,0,10,14002973,216,3,17070563736,935,883,52,54,203,0,11,0,1102,5,1150.1,0.008,44,45.9,2,0,2,91,1005.5,10,244,1,0,0,0,0,0,0,åé,ïΩì˙,yes
2020/5/19,5,10,5112,3,244,17.7,13946529,1015,3848,244,0,5,14002973,93,3,14155726935,831,782,49,55,92,0,11,0,1150,13,1103.7,0.008,27,43.1,54.5,0,3,97,997.1,10,-2.625,0,1,0,0,0,0,0,âŒ,ïΩì˙,yes
2020/5/20,5,5,5117,3,247,12.7,13946524,924,3941,247,0,5,14002973,132,9,12886588176,749,705,44,53,85,0,7,0,1057,20,1058.6,0.008,20,40,3,0,2.5,90,1005.1,10,6.05,0,0,1,0,0,0,0,êÖ,ïΩì˙,yes
2020/5/21,11,5,5128,9,256,12.7,13946519,788,4073,256,0,11,14002973,116,7,10989856972,655,613,42,40,85,24,10,1,1047,18,1001.7,0.008,33,38.3,0.5,0,2,89,1013,10,-1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,yes
2020/5/22,3,11,5131,7,263,15.3,13946508,676,4189,263,0,3,14002973,40,8,9427839408,561,519,42,39,70,14,8,0,1103,15,974.9,0.008,30,37.7,1,0,2.4,89,1014.9,10,4.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,yes
2020/5/23,2,3,5133,8,271,18.4,13946505,631,4229,271,0,2,14002973,10,9,8800244655,529,486,43,29,70,10,9,0,537,16,936.3,0.009,28,36.4,0,2.8,2.4,86,1011.8,8.5,-46.60833333,0,0,0,0,0,1,0,ìy,ãxì˙,yes
2020/5/24,14,2,5147,9,280,20.8,13946503,614,4239,280,0,14,14002973,72,8,8563152842,517,476,41,26,68,22,5,0,354,2,928.7,0.01,35,31,0,11,3.2,75,1011.6,6.3,-16.525,0,0,0,0,0,0,1,ì˙,ãxì˙,yes
2020/5/25,8,14,5155,8,288,21.6,13946489,548,4311,288,0,8,14002973,68,4,7642675972,474,435,39,24,47,16,10,0,910,34,905.3,0.01,35,29.7,0,6.6,3,72,1007.6,9.3,252.2833333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/5/26,10,8,5165,4,292,20.9,13946481,484,4379,292,0,10,14002973,34,4,6750096804,420,387,33,25,38,16,21,0,1036,47,895.3,0.011,30,30.1,0.5,0.2,2,87,1005.1,9.5,3.983333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/5/27,11,10,5176,4,296,21.4,13946471,456,4413,296,0,11,14002973,30,3,6359590776,394,363,31,23,37,17,12,0,1054,39,898.3,0.012,30,31.6,0,4.4,2.1,81,1000.5,9.8,5.483333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/5/28,15,11,5191,3,299,19.4,13946460,434,4443,299,0,15,14002973,58,3,6052763640,380,348,32,21,31,21,19,1,1048,42,903.1,0.013,30,31.1,9.5,3.7,2.7,69,1004.7,8.8,2.083333333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/5/29,21,15,5212,3,302,20.7,13946445,388,4501,302,0,21,14002973,7,2,5411220660,342,311,31,18,26,28,20,5,1150,31,914.6,0.016,23,30.1,0,12.9,2.8,65,1010.6,3.5,7.341666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/5/30,14,21,5226,2,304,22,13946424,400,4508,304,0,14,14002973,2,1,5578569600,339,308,31,20,27,33,14,0,548,51,921.9,0.017,33,30.9,0,8.9,3.2,71,1016.8,7,-37.51666667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/5/31,5,14,5231,1,305,21.3,13946410,411,4510,305,0,5,14002973,29,0,5731974510,346,318,28,20,27,28,12,0,369,8,925.9,0.018,36,31,0,0.2,3.4,73,1015.9,8,-14.99166667,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/6/1,13,5,5244,0,305,19.6,13946405,387,4539,305,0,13,13999568,47,1,5397258735,329,300,29,20,29,27,27,0,1399,71,1003.4,0.019,32,30.6,4,0,1.8,93,1009.7,10,251.25,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/6/2,34,13,5278,1,306,22.3,13946392,352,4586,306,0,34,13999568,37,0,4909129984,312,286,26,25,13,41,23,1,1423,83,1064.3,0.018,28,30.3,0,4.1,2.3,87,1004.1,10,-2.9,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/6/3,12,34,5290,0,306,24,13946358,349,4623,306,0,12,13999568,25,1,4867278942,305,278,27,24,14,23,28,1,1581,84,1148.4,0.019,38,31.4,0,6.2,2.4,76,1002.5,9.8,3.508333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/6/4,28,12,5318,1,307,23.5,13946346,335,4648,307,0,28,13999568,39,2,4672025910,290,263,27,25,15,38,38,1,1670,87,1246.4,0.019,27,31,0,5.4,2.8,79,1002.8,10,0.308333333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/6/5,20,28,5338,2,309,24.8,13946318,322,4687,309,0,20,13999568,8,2,4490714396,272,246,26,32,14,29,16,2,1891,87,1359.3,0.017,30,32,0,8.1,3.3,74,1002.5,9.3,0.916666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/6/6,26,20,5364,2,311,24.2,13946298,332,4695,311,0,26,13999568,1,0,4630170936,269,243,26,38,15,41,30,2,1106,54,1442,0.018,39,32.9,6.5,1.9,2.6,77,1003.8,10,-37.49166667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/6/7,14,26,5378,0,311,22,13946272,357,4696,311,0,14,13999568,20,0,4978819104,276,250,26,51,16,33,3,1,410,27,1449.4,0.017,41,33.6,0.5,8.6,2.9,67,1007,7.5,-9.325,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/6/8,13,14,5391,0,311,23.2,13946258,351,4716,311,0,13,13999568,42,0,4895136558,281,257,24,50,13,25,23,0,1720,102,1499.1,0.016,28,33,0,8.9,2.9,73,1013.6,5.8,172.1833333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/6/9,12,13,5403,0,311,25.5,13946245,322,4758,311,0,12,13999568,27,0,4490690890,264,241,23,48,13,14,23,2,1787,101,1553.9,0.016,28,33,0,13,3.1,68,1015.1,7.3,0.966666667,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/6/10,18,12,5421,0,311,26.2,13946233,307,4785,311,0,18,13999568,39,0,4281493531,256,234,22,43,12,19,41,0,1860,101,1597.9,0.016,30,31.9,0,11.1,5.4,65,1012,4.8,2.983333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/6/11,22,18,5443,0,311,25.1,13946215,286,4824,311,0,22,13999568,32,2,3988617490,237,216,21,36,11,29,31,0,1795,76,1613,0.015,30,32.3,10,3.5,5.9,85,1004.1,9.5,-0.475,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/6/12,25,22,5468,2,313,26.2,13946193,274,4856,313,0,25,13999568,6,1,3821256882,228,205,23,38,8,30,56,1,2061,108,1645.9,0.018,27,31.9,5.5,4,2.5,84,1001.5,9,0.266666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/6/13,24,25,5492,1,314,21.3,13946168,292,4862,314,0,24,13999568,4,0,4072281056,234,212,22,46,5,36,27,0,1078,73,1643.9,0.018,31,30.7,35.5,0,2.2,99,1004.9,10,-37,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/6/14,47,24,5539,0,314,21.7,13946144,312,4866,314,0,47,13999568,21,0,4351196928,241,222,19,47,5,71,13,1,463,27,1652.9,0.019,41,30.7,5.5,0,1.6,99,1002.4,10,-6.891666667,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/6/15,48,47,5587,0,314,25.9,13946097,338,4887,314,0,48,13999568,49,2,4713780786,248,227,21,58,8,77,21,3,1869,108,1675.1,0.019,41,32.6,0,7.3,2.4,81,997.5,9.5,172.7333333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/6/16,27,48,5614,2,316,25.5,13946049,335,4936,316,0,27,13999568,42,1,4671926415,229,207,22,64,32,42,30,1,1785,96,1675,0.019,25,32.1,0,8,3.4,68,997.9,7.3,0.416666667,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/6/17,16,27,5630,1,317,23.6,13946022,319,4978,317,0,16,13999568,39,0,4448781018,230,210,20,45,32,31,29,0,1819,98,1667,0.018,21,30.9,0,13.1,3.5,63,1003.7,4,2.775,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/6/18,41,16,5671,0,317,22.1,13946006,296,5017,317,0,41,13999568,54,3,4128017776,220,201,19,40,30,50,37,4,1817,95,1674.3,0.019,20,29.4,2,0,2,82,1004.3,10,-0.141666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/6/19,35,41,5706,3,320,18.7,13945965,280,5071,320,0,35,13999568,13,0,3904870200,209,191,18,37,26,46,75,3,2036,74,1668.9,0.021,22,28.7,50,0,2.2,99,999.1,10,0.991666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/6/20,39,35,5745,0,320,22.9,13945930,302,5084,320,0,39,13999568,16,0,4211670860,204,186,18,50,25,65,24,3,1047,87,1666.4,0.021,22,27.4,0,9.3,2.8,76,1004.3,6.5,-30.08333333,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/6/21,34,39,5779,0,320,21.9,13945891,325,5100,320,0,34,13999568,48,1,4532414575,219,201,18,44,25,75,17,0,381,30,1655.6,0.021,64,30.7,2.5,1.4,2.5,83,1009,10,-14.86666667,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/6/22,29,34,5808,1,321,19.2,13945857,310,5148,321,0,29,13999568,35,2,4323215670,231,212,19,38,26,48,47,2,1918,124,1668.4,0.023,28,28.9,27.5,0,3.5,95,1006.1,10,160.5333333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/6/23,31,29,5839,2,323,22.3,13945828,302,5183,323,0,31,13999568,32,2,4211640056,225,205,20,45,21,43,66,3,1791,120,1678.1,0.026,30,29.6,3,2.7,2.6,86,1007.4,9.3,1.958333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/6/24,55,31,5894,2,325,22.5,13945797,299,5215,325,0,55,13999568,43,0,4169793303,215,195,20,49,24,67,54,1,1902,138,1699.4,0.028,33,31.3,0,1.9,2.6,84,1010.4,9.5,2.183333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/6/25,48,55,5942,0,325,20.2,13945742,311,5258,325,0,48,13999568,37,0,4337125762,218,199,19,55,23,64,63,1,1826,126,1708.4,0.03,27,32.3,14.5,0,1.9,94,1006.7,10,0.625,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/6/26,54,48,5996,0,325,24.7,13945694,322,5295,325,0,54,13999568,25,0,4490513468,223,206,17,59,24,71,71,4,2154,143,1734.7,0.029,34,34,0,4.9,1.7,85,1001.7,9,2.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/6/27,57,54,6053,0,325,25.5,13945640,351,5320,325,0,57,13999568,26,0,4894919640,233,219,14,54,24,98,59,2,1280,115,1776.9,0.031,32,35.4,0,2.6,1.9,83,1001.5,10,-33.625,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/6/28,60,57,6113,0,325,22.2,13945583,382,5346,325,0,60,13999568,49,0,5327212706,242,229,13,61,24,116,29,3,496,41,1797,0.032,29,30.4,30,0,2,96,998.3,10,-14.05,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/6/29,58,60,6171,0,325,24.9,13945523,393,5395,325,0,58,13999568,52,0,5480590539,272,260,12,62,37,80,86,11,2150,199,1847.7,0.035,27,30.3,0,10.3,3,69,1003.6,3.5,160,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/6/30,54,58,6225,0,325,24.6,13945465,399,5447,325,0,54,13999568,27,0,5564240535,264,254,10,71,38,80,74,7,2191,163,1912.7,0.035,27,29.9,15.5,0,4.5,90,1002,9.8,-0.375,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/7/1,67,54,6292,0,325,25.1,13945411,426,5474,325,0,67,13999624,66,0,5940745086,280,270,10,76,39,98,128,4,2235,179,1977.1,0.039,25,28.7,21,0,6.5,89,999.9,10,5.033333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/7/2,107,67,6399,0,325,25.9,13945344,427,5540,325,0,107,13999624,42,0,5954661888,296,287,9,75,33,130,127,5,2252,163,2053,0.042,26,28.6,0.5,11.7,4.9,72,1003.3,5.5,-0.133333333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/7/3,124,107,6523,0,325,23.8,13945237,492,5582,325,0,124,13999624,35,0,6861056604,324,315,9,88,42,162,133,8,2643,221,2143.4,0.045,11,25.3,6,1.7,2.4,80,1011.2,10,-0.625,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/7/4,131,124,6654,0,325,23.8,13945113,581,5617,325,0,131,13999624,25,0,8102110653,346,337,9,108,55,203,78,3,1432,199,2180,0.046,34,25.6,25.5,0.1,4,90,1002.6,10,-35.55833333,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/7/5,111,131,6765,0,325,24.9,13944982,687,5642,325,0,111,13999624,64,0,9580202634,369,360,9,128,55,246,85,7,722,86,2227.3,0.048,35,26.4,3.5,1.7,3.3,87,1002.9,10,-13.925,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/7/6,102,111,6867,0,325,24.8,13944871,734,5706,325,0,102,13999624,66,0,10235535314,419,411,8,138,94,185,112,15,2807,281,2337.1,0.048,27,26.4,40.5,0.3,5.2,92,1005.6,10,166.2583333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/7/7,106,102,6973,0,325,27.2,13944769,770,5772,325,0,106,13999624,104,0,10737472130,427,419,8,162,96,191,194,13,2597,215,2420.6,0.054,29,26.7,0.5,0.2,6.4,84,1004.2,10,1.416666667,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/7/8,75,106,7048,0,325,26,13944663,772,5876,325,0,75,13999624,103,0,10765279836,444,438,6,163,96,144,207,13,3047,224,2555.6,0.056,23,26.4,3,1.5,5.8,83,1002.3,10,-0.8,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/7/9,224,75,7272,0,325,23.7,13944588,744,5979,325,0,224,13999624,115,0,10374773472,441,435,6,145,86,296,177,12,2932,207,2667.1,0.057,27,26.6,14,0,3.8,96,1006.4,10,1.016666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/7/10,243,224,7515,0,325,25.3,13944364,853,6094,325,0,243,13999624,75,0,11894542492,487,482,5,121,141,347,215,21,3383,253,2791,0.059,22,28.1,0.5,0,3.6,90,1008.3,9.8,1.491666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/7/11,206,243,7721,0,325,27.5,13944121,1021,6169,325,0,206,13999624,54,0,14236947541,529,524,5,82,136,480,179,7,2142,209,2908.9,0.062,38,28.7,2,2.3,5.6,82,1002.8,10,-36.3,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/7/12,206,206,7927,0,325,26,13943915,1173,6223,325,0,206,13999624,113,0,16356212295,580,575,5,66,254,479,50,3,791,120,2918,0.06,48,30.6,0.5,4.8,2.9,81,1001.2,10,-10.25,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/7/13,118,206,8045,0,325,21,13943709,1266,6336,325,0,118,13999624,136,0,17652735594,651,645,6,80,258,396,156,21,3785,370,3077.6,0.059,33,31.4,6,0.4,3,90,1007.8,10,154.5833333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/7/14,143,118,8188,0,325,22.3,13943591,1248,6472,325,0,143,13999624,136,1,17401601568,679,672,7,104,273,336,214,13,3358,349,3208.3,0.057,28,31.3,6,0,2.3,97,999.5,10,-2.291666667,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/7/15,165,143,8353,1,326,20.4,13943448,1254,6608,326,0,165,13999624,163,0,17485083792,721,713,8,109,266,324,278,14,3806,315,3340,0.058,23,31.3,6.5,0,2.3,97,998.2,10,3.166666667,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/7/16,286,165,8639,0,326,20.7,13943283,1256,6771,326,0,286,13999624,138,0,17512763448,760,753,7,118,248,417,333,22,3960,286,3521.9,0.062,25,31,0.5,0.1,2.3,86,1004.4,10,1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/7/17,293,286,8932,0,326,19.3,13942997,1404,6909,326,0,293,13999624,94,0,19575967788,836,826,10,107,240,515,252,17,3828,325,3600.4,0.062,25,31.4,34.5,0,2,98,1008.4,10,-2.475,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/7/18,290,293,9222,0,326,20.4,13942704,1603,7003,326,0,290,13999624,54,0,22350154512,875,865,10,122,341,556,191,11,2617,250,3676.4,0.061,25,29.6,20,0,1.5,100,1009,10,-36.99166667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/7/19,188,290,9410,0,326,24.3,13942414,1839,7057,326,0,188,13999624,255,1,25640099346,917,905,12,136,362,613,76,2,965,100,3702,0.062,39,28.3,0,6.9,2.2,90,1008.4,5.8,-8.025,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/7/20,168,188,9578,1,327,26.9,13942226,1771,7312,327,0,168,13999624,201,0,24691682246,920,907,13,156,363,501,235,28,3662,511,3716.9,0.065,53,31.1,0,6.9,2.4,80,1008.7,8.5,158.7916667,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/7/21,237,168,9815,0,327,25.5,13942058,1738,7513,327,0,237,13999624,254,0,24231296804,949,935,14,155,412,460,273,24,3851,399,3804.4,0.066,27,31,1,0.1,2.1,88,1009.1,10,0.775,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/7/22,238,237,10053,0,327,26.6,13941821,1721,7767,327,0,238,13999624,85,0,23993873941,916,898,18,156,418,470,325,24,4794,425,3969.4,0.065,49,34.7,0,0.8,2.4,89,1005.7,10,4.858333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/7/23,366,238,10419,0,327,23.2,13941583,1874,7852,327,0,366,13999624,62,0,26126526542,964,943,21,168,392,717,228,24,2314,247,3714,0.066,49,38.1,31.5,0,1.8,99,1005.8,10,-37.00833333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/7/24,260,366,10679,0,327,24.5,13941217,2178,7914,327,0,260,13999624,52,1,30363970626,1040,1024,16,165,389,845,102,14,1350,239,3325.9,0.067,45,41,0,0,1.2,94,1007.1,9.8,-3,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/7/25,295,260,10974,1,328,25.1,13940957,2385,7966,328,0,295,13999624,158,0,33249182445,1105,1089,16,157,404,1015,139,22,2480,403,3322.3,0.065,51,44.7,23.5,0.2,2.1,98,1008.4,10,-7.908333333,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/7/26,239,295,11213,0,328,25.6,13940662,2522,8124,328,0,239,13999624,340,0,35158349564,1165,1147,18,179,452,966,93,7,1221,159,3370.4,0.065,44,45.4,18.5,2.9,3.1,95,1011.3,10,-4.333333333,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/7/27,131,239,11344,0,328,26.3,13940423,2421,8464,328,0,131,13999624,294,0,33749764083,1260,1241,19,212,483,598,221,40,4703,564,3526.4,0.062,38,43.3,2,0.7,3.3,88,1010.9,10,163.9083333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/7/28,266,131,11610,0,328,26.7,13940292,2258,8758,328,0,266,13999624,351,1,31477179336,1209,1188,21,213,483,620,366,36,4710,502,3678.9,0.064,39,45,2,1.2,2.5,90,1007.1,10,-1.15,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
